"source","term_name","term_id","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:BP","signal transduction by protein phosphorylation","GO:0023014","0.00017161592648822443","3.765442410747264","973","362","42","17847","PTPN1,GADD45A,RAPGEF2,PSME3,NOTCH1,MYDGF,P2RX7,IGF1,SEMA7A,MAPK6,RAP1B,SDCBP,ERRFI1,DUSP6,CSF2,FYN,CRK,CCR1,CEACAM1,SLAMF1,LYN,DUSP5,TNF,TNFSF11,TLR4,IL1A,CCL4L2,CCL3L3,IL3,IL2,IL2RA,FLT1,IL1RN,CD40LG,XCL2,FBXW11,CCL4,DSTYK,CCL3,HBEGF,SPRY4,IGF2"
"GO:BP","positive regulation of cellular component movement","GO:0051272","0.00018498702039347685","3.732858742782092","586","362","30","17847","RAPGEF2,NOTCH1,IGF1,CSF1,SEMA7A,IL23A,SDCBP,FAM83H,CRK,CCR1,PLAU,INSM1,CXCL8,LYN,CCR2,ARF6,IFNG,ACVR1B,TNF,AGO2,ITGB1,LGALS3,TNFSF14,ITGA2,FLT1,XCL2,RHOB,CCL4,CCL3,HBEGF"
"GO:BP","regulation of regulatory T cell differentiation","GO:0045589","0.000189868433970944","3.7215472316386675","33","362","7","17847","SOCS1,RUNX1,CBFB,IFNG,IL2,IL2RA,CTLA4"
"GO:BP","regulation of protein phosphorylation","GO:0001932","0.0001946347256486744","3.710779672740989","1477","362","56","17847","PTPN1,CCNT1,SOCS1,SOCS3,GADD45A,RAPGEF2,MAPRE3,STRAP,NOTCH1,SAMSN1,MYDGF,P2RX7,IGF1,CSF1,SEMA7A,RAP1B,IL23A,SDCBP,ERRFI1,RGCC,DUSP6,CSF2,FYN,CRK,CCR1,CEACAM1,CD109,INSM1,SLAMF1,LYN,HEG1,TESK1,IFNG,ACVR1B,DUSP5,RPS6KA5,TNF,TNFSF11,TLR4,IL1A,CCL4L2,CCL3L3,IL3,IL2,FLT1,CEBPA,IL1RN,CD40LG,XCL2,SNX9,CCL4,DSTYK,CCL3,HBEGF,SPRY4,IGF2"
"GO:BP","extrinsic apoptotic signaling pathway","GO:0097191","0.00019980472098986112","3.69939425447028","226","362","17","17847","PSME3,BCL2L11,SIAH2,P2RX7,IGF1,CTTN,CSF2,TNFRSF1B,FYN,IFNG,ACVR1B,TNF,LGALS3,IL1A,IL2,EYA3,CTNNA1"
"GO:BP","immune response","GO:0006955","0.0002055455507406081","3.687091919563347","2286","362","77","17847","CYSLTR2,PTPN1,SLC27A2,SOCS1,ATP11A,VAPA,SOCS3,PSME3,RAB7A,RUNX1,NOTCH1,SAMSN1,P2RX7,CSF1,SEMA7A,SEC61A1,RAP1B,IL23A,GZMA,SDCBP,RGCC,CSF2,TNFRSF1B,FYN,CRK,CCR1,CEACAM1,PLAU,SLAMF1,HLX,CXCL8,ICOS,LYN,CBFB,CCR2,ARSB,IFNG,NFIL3,RPS6KA5,PDE12,RAB27A,TNF,TNFSF11,LTA,ITGB1,LAIR2,CEBPB,CD226,LGALS3,POLR3C,TLR4,POLR3A,TNFSF14,IL1A,CCL4L2,IGF2R,CCL3L3,IL3,IL2,IL2RA,PRDM1,IL1RL1,IL1RAP,OTUD7B,GRAMD4,IL1RN,CD40LG,XCL2,FBXW11,GZMB,PDCD1,IGHV1-3,TGFBR3,CTLA4,CCL4,CCL3,IL10"
"GO:BP","regulation of leukocyte proliferation","GO:0070663","0.00020826141265643425","3.681391190075294","227","362","17","17847","IGF1,CSF1,IL23A,TNFRSF1B,LYN,CCR2,CEBPB,LGALS3,TLR4,DLG5,IL2,IL2RA,CD40LG,CTLA4,CLECL1,IL10,IGF2"
"GO:BP","positive regulation of macromolecule metabolic process","GO:0010604","0.0002121283509972889","3.673401284058421","3397","362","104","17847","ARF4,PTPN1,CCNT1,SOCS1,PERP,RYBP,SOCS3,GADD45A,RAPGEF2,NDFIP1,PSME3,RAB7A,MAPRE3,RAB1A,RUNX1,IFT57,PPP1R15A,SUPV3L1,BCL2L11,NOTCH1,KIF1B,MYDGF,P2RX7,IGF1,CSF1,SEMA7A,RAP1B,IL23A,NUFIP1,SRA1,SETD7,SDCBP,RGCC,DUSP6,CSF2,RASL11A,NAMPT,ANKLE2,MTDH,TNFRSF1B,CITED2,FYN,CRK,CCR1,PLEKHN1,TMED2,SLAMF1,LYN,CBFB,GALR2,CREB3L2,CCR2,IFNG,ACVR1B,NFIL3,DUSP5,RPS6KA5,RAB27A,TNF,TNFSF11,TFEC,RILP,AGO2,CEBPB,TLR4,CITED4,IL1A,CCL4L2,ITGA2,FOSL2,CRY1,CTIF,CCL3L3,IL3,IL2,PRDM1,FLT1,TTC5,CEBPA,EYA3,ZBED2,PRDM4,PICALM,DCUN1D3,GRAMD4,LMO4,CD3EAP,IL1RN,CD40LG,TBL1X,XCL2,FBXW11,NCOA2,FAM129B,PTCH1,FOSL1,SNX9,CCL4,DSTYK,CCL3,HBEGF,IL10,MAF,IGF2"
"GO:BP","regulation of immune system process","GO:0002682","0.00021646631305595503","3.6646096798751966","1671","362","61","17847","PTPN1,IL17D,SOCS1,MPP1,SOCS3,PSME3,RUNX1,NOTCH1,SAMSN1,P2RX7,IGF1,CSF1,SEMA7A,IL23A,RGCC,CSF2,TNFRSF1B,FYN,CRK,CCR1,CEACAM1,H3F3B,HLX,CXCL8,ICOS,LYN,CBFB,CCR2,IFNG,ACVR1B,RPS6KA5,TNF,TNFSF11,LTA,ITGB1,LAIR2,CEBPB,CD226,LGALS3,POLR3C,TLR4,TNFSF14,ITGA2,DLG5,IL2,IL2RA,PRDM1,IL1RL1,CEBPA,GRAMD4,CD40LG,XCL2,FBXW11,PDCD1,IGHV1-3,CTLA4,CCL4,CCL3,CLECL1,IL10,IGF2"
"GO:BP","positive regulation of molecular function","GO:0044093","0.0002197963652439572","3.657979493748491","1786","362","64","17847","ARF4,PTPN1,CCNT1,SOCS1,ARHGAP17,PERP,PPP2CB,GADD45A,RAPGEF2,PSME3,MAPRE3,RAB1A,IFT57,PPP1R15A,BCL2L11,P2RX7,IGF1,CSF1,IL23A,ERRFI1,GNL3L,OCRL,RGCC,DUSP6,MTDH,FYN,FXN,CRK,SRGAP2,PITRM1,LYN,GALR2,CCR2,ARF6,IFNG,DUSP5,RPS6KA5,TNF,TNFSF11,ITGB1,LGALS3,TLR4,CCL4L2,ITGA2,CCL3L3,PDP2,IL2,ARHGAP21,FLT1,IL1RAP,PICALM,DCUN1D3,GRAMD4,LMO4,CD40LG,XCL2,FAM129B,FOSL1,SNX9,CCL4,DSTYK,CCL3,IL10,IGF2"
"GO:BP","negative regulation of immune response","GO:0050777","0.00022014106455035365","3.6572989377094753","159","362","14","17847","SAMSN1,CRK,CEACAM1,HLX,LYN,CCR2,TNF,LGALS3,IL2,IL2RA,IL1RL1,PDCD1,CTLA4,IL10"
"GO:BP","negative regulation of response to stimulus","GO:0048585","0.00022014106455035365","3.6572989377094753","1711","362","62","17847","PTPN1,SOCS1,PPP2CB,SOCS3,PSME3,SNX5,RAB7A,STRAP,PPP1R15A,NOTCH1,SAMSN1,SIAH2,P2RX7,IGF1,SEMA7A,ERRFI1,CTTN,DUSP6,CSF2,NAMPT,TNFRSF1B,FYN,FXN,CRK,CEACAM1,CD109,PLAU,SLAMF1,HLX,CXCL8,LYN,HEG1,CCR2,DUSP5,CSNK2A2,TNF,ITGB1,LGALS3,TLR4,PTPRE,LRPAP1,IL1A,RCAN1,CRY1,DLG5,IL2,IL2RA,IL1RL1,EYA3,CTNNA1,OTUD7B,GRAMD4,IL1RN,FBXW11,PDCD1,FAM129B,PTCH1,TGFBR3,CTLA4,HBEGF,IL10,SPRY4"
"GO:BP","lymphocyte proliferation","GO:0046651","0.00022014106455035365","3.6572989377094753","279","362","19","17847","P2RX7,IGF1,IL23A,TNFRSF1B,FYN,LYN,CCR2,CEBPB,LGALS3,TLR4,TNFSF14,DLG5,IL2,IL2RA,CD40LG,CTLA4,CLECL1,IL10,IGF2"
"GO:BP","regulation of phosphate metabolic process","GO:0019220","0.0002235172770120496","3.650688901968281","1827","362","65","17847","PTPN1,CCNT1,SOCS1,SOCS3,GADD45A,RAPGEF2,MAPRE3,STRAP,PPP1R15A,NOTCH1,SAMSN1,MYDGF,P2RX7,IGF1,CSF1,SEMA7A,RAP1B,IL23A,SDCBP,ERRFI1,RGCC,DUSP6,CSF2,ANKLE2,FYN,CRK,CCR1,CEACAM1,CD109,INSM1,SLAMF1,LYN,HEG1,TESK1,IFNG,ACVR1B,DUSP5,RPS6KA5,PDE12,TNF,TNFSF11,LGALS3,TLR4,IL1A,RCAN1,CCL4L2,ITGA2,CCL3L3,IL3,PDP2,IL2,FLT1,CEBPA,LMO4,IL1RN,CD40LG,XCL2,HRH1,SNX9,CCL4,DSTYK,CCL3,HBEGF,SPRY4,IGF2"
"GO:BP","regulation of programmed cell death","GO:0043067","0.00022466925681103624","3.6484563513048642","1638","362","60","17847","ARF4,PTPN1,PERP,RYBP,SOCS3,GADD45A,RAPGEF2,PSME3,IFT57,SUPV3L1,BCL2L11,NOTCH1,MYDGF,SIAH2,P2RX7,IGF1,SRA1,GZMA,CTTN,RGCC,DUSP6,CSF2,ANKLE2,MTDH,TNFRSF1B,CITED2,FYN,FXN,PLEKHN1,LYN,IFNG,CSNK2A2,TNF,ALKBH1,NACC2,LTA,ITGB1,CEBPB,LGALS3,TNFSF14,IL1A,PHLDA1,IGF2R,DLG5,IL2,RNF157,EYA3,CTNNA1,DCUN1D3,GRAMD4,CD40LG,GZMB,RHOB,PDCD1,FAM129B,FOSL1,CTLA4,DSTYK,CCL3,IL10"
"GO:BP","developmental process","GO:0032502","0.00022536364350137875","3.64711614463538","6449","362","172","17847","ARF4,IL17D,B9D1,GORASP2,FUT8,SBDS,SOCS1,GLRX5,ZFR,ATP11A,PMP22,VAPA,PERP,SEC16A,EFHD1,RYBP,SOCS3,RAPGEF2,PSME3,LONP1,PELO,STRAP,SARS,PLEKHB2,RAB1A,ARCN1,RUNX1,IFT57,SUPV3L1,BCL2L11,ACSL4,NOTCH1,RHEB,GCNT1,MYDGF,SIAH2,P2RX7,ZDHHC16,CCDC71L,LAMB3,UGCG,COPS2,LRIG1,IGF1,B3GNT5,SPEN,CSF1,SEMA7A,MAPK6,SEC61A1,RAP1B,ST8SIA4,IL23A,SRA1,SRGN,SDCBP,NSRP1,ERRFI1,CTTN,FAM83H,OCRL,RGCC,DUSP6,SRGAP2B,CSF2,NAMPT,ANKLE2,MTDH,TNFRSF1B,CITED2,FYN,FXN,RPL7L1,CRK,CCR1,CEACAM1,CD109,MBOAT7,ZHX1,INSM1,TMED2,H3F3B,SRGAP2,NR2F6,HLX,CXCL8,ICOS,LYN,CBFB,GALR2,CREB3L2,HEG1,CCR2,ARSB,ARF6,IFNG,ACVR1B,RPS6KA5,CSNK2A2,RAB27A,TNF,EID1,ALKBH1,TNFSF11,KCTD15,LTA,AGO2,CTNS,CDC42EP3,ITGB1,KIF3B,CEBPB,LGALS3,TLR4,NCS1,FGFRL1,TNFSF14,MYO1E,SHC4,IL1A,RCAN1,FAM3C,RILPL1,ITGA2,FOSL2,IGF2R,DLG5,XIRP1,CDO1,MIEF1,IL3,IL2,IL2RA,RNF157,PRDM1,FLT1,SHB,CEBPA,IL1RAP,EYA3,PICALM,CTNNA1,OTUD7B,RRBP1,LMO4,IL1RN,CHSY1,CD40LG,RNF165,KIAA1217,SGPL1,PAM,RHOB,ITGB5,PDCD1,FAM129B,PTCH1,TMEM2,SYNJ2,FOSL1,TGFBR3,SLA,CTLA4,TNS3,CCL3,EMP1,CRIM1,HBEGF,IL10,SPRY4,MAF,IGF2"
"GO:BP","regulation of phosphorus metabolic process","GO:0051174","0.00022604987018369285","3.645795738036995","1829","362","65","17847","PTPN1,CCNT1,SOCS1,SOCS3,GADD45A,RAPGEF2,MAPRE3,STRAP,PPP1R15A,NOTCH1,SAMSN1,MYDGF,P2RX7,IGF1,CSF1,SEMA7A,RAP1B,IL23A,SDCBP,ERRFI1,RGCC,DUSP6,CSF2,ANKLE2,FYN,CRK,CCR1,CEACAM1,CD109,INSM1,SLAMF1,LYN,HEG1,TESK1,IFNG,ACVR1B,DUSP5,RPS6KA5,PDE12,TNF,TNFSF11,LGALS3,TLR4,IL1A,RCAN1,CCL4L2,ITGA2,CCL3L3,IL3,PDP2,IL2,FLT1,CEBPA,LMO4,IL1RN,CD40LG,XCL2,HRH1,SNX9,CCL4,DSTYK,CCL3,HBEGF,SPRY4,IGF2"
"GO:BP","regulation of multicellular organismal development","GO:2000026","0.0002283021892478312","3.6414899239294143","2180","362","74","17847","IL17D,SOCS1,PMP22,RAPGEF2,PSME3,STRAP,SARS,RUNX1,NOTCH1,RHEB,MYDGF,P2RX7,IGF1,SPEN,CSF1,SEMA7A,MAPK6,IL23A,SRGN,SDCBP,ERRFI1,CTTN,RGCC,DUSP6,CSF2,MTDH,TNFRSF1B,CITED2,FYN,CRK,CCR1,CEACAM1,CD109,H3F3B,SRGAP2,HLX,CXCL8,LYN,CBFB,CREB3L2,CCR2,ARSB,ARF6,IFNG,ACVR1B,TNF,TNFSF11,LTA,AGO2,ITGB1,CEBPB,LGALS3,TLR4,NCS1,IL1A,DLG5,IL2,IL2RA,RNF157,PRDM1,FLT1,IL1RAP,CTNNA1,IL1RN,RHOB,PDCD1,FAM129B,PTCH1,TMEM2,TGFBR3,CTLA4,CCL3,IL10,MAF"
"GO:BP","negative regulation of T cell activation","GO:0050868","0.00022919100658935976","3.639802428001527","118","362","12","17847","SOCS1,RUNX1,CEACAM1,HLX,CBFB,CEBPB,LGALS3,DLG5,IL2,IL2RA,CTLA4,IL10"
"GO:BP","liver development","GO:0001889","0.00023462843848327187","3.6296193497318385","139","362","13","17847","NOTCH1,CITED2,CEACAM1,HLX,ARF6,CSNK2A2,CEBPB,ITGA2,IGF2R,CEBPA,PTCH1,TGFBR3,IL10"
"GO:BP","enzyme linked receptor protein signaling pathway","GO:0007167","0.000235807888750971","3.6274416700479377","1062","362","44","17847","ARF4,PTPN1,FAM83G,FUT8,SOCS1,SOCS3,RAPGEF2,SNX5,PELO,RAB7A,STRAP,NOTCH1,TGFBRAP1,IGF1,CSF1,SDCBP,ERRFI1,CITED2,FYN,CRK,CEACAM1,CD109,LYN,ACVR1B,RPS6KA5,ATP6V1B2,PTPRE,FGFRL1,MYO1E,IGF2R,FLT1,SHB,CD3EAP,RNF165,SGPL1,ITGB5,FAM129B,TGFBR3,SLA,DSTYK,CRIM1,HBEGF,SPRY4,IGF2"
"GO:BP","regulation of cell population proliferation","GO:0042127","0.000235807888750971","3.6274416700479377","1719","362","62","17847","PMP22,RAPGEF2,STRAP,IFT57,NOTCH1,MYDGF,IGF1,CSF1,IL23A,SDCBP,ERRFI1,RGCC,CSF2,NAMPT,TNFRSF1B,CITED2,FYN,FXN,CEACAM1,CD109,PLAU,INSM1,SLAMF1,HLX,CXCL8,LYN,CCR2,IFNG,TNF,NACC2,LTA,ITGB1,CEBPB,LGALS3,TLR4,FGFRL1,SHC4,IL1A,KLF9,ITGA2,FOSL2,DLG5,CCL3L3,IL3,IL2,IL2RA,PRDM1,FLT1,CEBPA,CTNNA1,CD40LG,FAM129B,PTCH1,FOSL1,TGFBR3,SLA,CTLA4,TNS3,CLECL1,HBEGF,IL10,IGF2"
"GO:BP","negative regulation of leukocyte activation","GO:0002695","0.0002397733368485173","3.6201991127441464","184","362","15","17847","SOCS1,RUNX1,SAMSN1,CEACAM1,HLX,LYN,CBFB,CCR2,CEBPB,LGALS3,DLG5,IL2,IL2RA,CTLA4,IL10"
"GO:BP","regulation of myeloid leukocyte differentiation","GO:0002761","0.0002397733368485173","3.6201991127441464","119","362","12","17847","RUNX1,CSF1,IL23A,CCR1,CEACAM1,LYN,IFNG,TNF,TNFSF11,CEBPB,TLR4,CCL3"
"GO:BP","regulatory T cell differentiation","GO:0045066","0.0002397733368485173","3.6201991127441464","35","362","7","17847","SOCS1,RUNX1,CBFB,IFNG,IL2,IL2RA,CTLA4"
"GO:BP","defense response","GO:0006952","0.0002409358977373012","3.618098488387911","1760","362","63","17847","PTPN1,IL17D,AEN,SOCS1,SOCS3,PSME3,RAB1A,NOTCH1,P2RX7,IL22,IGF1,CSF1,SEMA7A,SEC61A1,IL23A,NAMPT,TNFRSF1B,FYN,CRK,CCR1,CEACAM1,SLAMF1,CXCL8,LYN,CCR2,IFNG,RPS6KA5,PDE12,RAB27A,NFX1,TNF,TNFSF11,LTA,ITGB1,CEBPB,CD226,LGALS3,POLR3C,TLR4,POLR3A,IL1A,CCL4L2,ITGA2,CDO1,CCL3L3,IL2,IL2RA,PRDM1,IL1RL1,CEBPA,IL1RAP,GRAMD4,IL1RN,CD40LG,XCL2,HRH1,FBXW11,GZMB,IGHV1-3,FOSL1,CCL4,CCL3,IL10"
"GO:BP","myeloid leukocyte differentiation","GO:0002573","0.00024098347596294268","3.6180127356165985","208","362","16","17847","RUNX1,CSF1,IL23A,CSF2,CITED2,CCR1,CEACAM1,CD109,LYN,IFNG,TNF,TNFSF11,CEBPB,TLR4,CEBPA,CCL3"
"GO:BP","positive regulation of nitrogen compound metabolic process","GO:0051173","0.0002413280074886255","3.617392272820128","3209","362","99","17847","ARF4,PTPN1,CCNT1,SOCS1,PERP,RYBP,SOCS3,GADD45A,RAPGEF2,NDFIP1,PSME3,RAB7A,MAPRE3,RAB1A,RUNX1,IFT57,PPP1R15A,SUPV3L1,BCL2L11,NOTCH1,MYDGF,P2RX7,IGF1,CSF1,SEMA7A,RAP1B,IL23A,NUFIP1,SRA1,SETD7,SDCBP,RGCC,DUSP6,CSF2,RASL11A,NAMPT,ANKLE2,MTDH,TNFRSF1B,CITED2,FYN,CRK,CCR1,PLEKHN1,SLAMF1,LYN,CBFB,GALR2,CREB3L2,CCR2,IFNG,ACVR1B,NFIL3,DUSP5,RPS6KA5,TNF,TNFSF11,TFEC,RILP,AGO2,CEBPB,TLR4,CITED4,IL1A,CCL4L2,ITGA2,FOSL2,CRY1,CTIF,CCL3L3,IL3,IL2,FLT1,TTC5,CEBPA,EYA3,ZBED2,PRDM4,PICALM,DCUN1D3,GRAMD4,LMO4,IL1RN,CD40LG,TBL1X,XCL2,FBXW11,NCOA2,FAM129B,PTCH1,FOSL1,SNX9,CCL4,DSTYK,CCL3,HBEGF,IL10,MAF,IGF2"
"GO:BP","phosphorus metabolic process","GO:0006793","0.0002413280074886255","3.617392272820128","3377","362","103","17847","PTPN1,CCNT1,FUT8,SOCS1,PPP2CB,MPP1,SOCS3,APTX,GADD45A,RAPGEF2,PSME3,MAPRE3,STRAP,NDUFV3,PPP1R15A,TTC7B,PISD,ENPP6,ACSL4,NOTCH1,SAMSN1,MYDGF,P2RX7,COPS2,IGF1,UAP1,CSF1,SEMA7A,MAPK6,RAP1B,IL23A,GNPTAB,SDCBP,ERRFI1,OCRL,RGCC,DUSP6,CSF2,NAMPT,ANKLE2,FYN,FXN,CRK,CCR1,CEACAM1,CD109,MBOAT7,INSM1,SLAMF1,UPP1,RAB5A,LYN,GALR2,HEG1,ELOVL6,TESK1,PALD1,IFNG,ACVR1B,DUSP5,RPS6KA5,PDE12,CSNK2A2,NUDT4,TNF,TNFSF11,PLCD4,LGALS3,TLR4,ATP1A1,PTPRE,IL1A,RCAN1,CCL4L2,ITGA2,CRY1,GNPDA1,CCL3L3,IL3,PDP2,IL2,IL2RA,FLT1,CEBPA,EYA3,LMO4,IL1RN,CD40LG,XCL2,HRH1,FBXW11,PRKD3,RBKS,SYNJ2,SNX9,TGFBR3,SLA,CCL4,DSTYK,CCL3,HBEGF,SPRY4,IGF2"
"GO:BP","receptor signaling pathway via JAK-STAT","GO:0007259","0.0002413280074886255","3.617392272820128","162","362","14","17847","SOCS1,SOCS3,NOTCH1,IGF1,IL23A,CSF2,FYN,LYN,CCR2,IFNG,TNF,IL3,IL2,IL10"
"GO:BP","regulation of receptor signaling pathway via JAK-STAT","GO:0046425","0.00025250838658600727","3.5977241930402144","141","362","13","17847","SOCS1,SOCS3,NOTCH1,IGF1,IL23A,CSF2,FYN,LYN,IFNG,TNF,IL3,IL2,IL10"
"GO:BP","regulation of T cell proliferation","GO:0042129","0.00025332524694097233","3.5963215253268905","163","362","14","17847","IGF1,IL23A,TNFRSF1B,CCR2,CEBPB,LGALS3,DLG5,IL2,IL2RA,CD40LG,CTLA4,CLECL1,IL10,IGF2"
"GO:BP","regulation of osteoclast differentiation","GO:0045670","0.0002540594045871513","3.595064724057336","65","362","9","17847","CSF1,IL23A,CCR1,IFNG,TNF,TNFSF11,CEBPB,TLR4,CCL3"
"GO:BP","chordate embryonic development","GO:0043009","0.0002554153056456941","3.592753081394064","635","362","31","17847","B9D1,FUT8,SBDS,ATP11A,SOCS3,PELO,IFT57,BCL2L11,NOTCH1,COPS2,IGF1,OCRL,CSF2,CITED2,RPL7L1,TMED2,HEG1,ACVR1B,ALKBH1,ITGB1,CEBPB,MYO1E,PRDM1,CEBPA,OTUD7B,LMO4,KIAA1217,PTCH1,FOSL1,IL10,IGF2"
"GO:BP","regulation of multicellular organismal process","GO:0051239","0.0002554153056456941","3.592753081394064","3300","362","101","17847","IL17D,SOCS1,KCNK6,PMP22,RAPGEF2,PSME3,SNX5,STRAP,SARS,RUNX1,BCL2L11,NOTCH1,RHEB,MYDGF,P2RX7,IGF1,SPEN,CSF1,SEMA7A,MAPK6,IL23A,SRGN,SDCBP,ERRFI1,CTTN,RGCC,DUSP6,CSF2,MTDH,TNFRSF1B,CITED2,FYN,FXN,CRK,CCR1,CEACAM1,CD109,PLAU,H3F3B,SRGAP2,SLAMF1,HLX,CXCL8,LYN,CBFB,CREB3L2,HEG1,CCR2,ELOVL6,ARSB,ARF6,IFNG,ACVR1B,RPS6KA5,TNF,TNFSF11,LTA,AGO2,ITGB1,CEBPB,CD226,LGALS3,POLR3C,RAB11FIP1,TLR4,NCS1,TMEM38A,ATP1A1,POLR3A,LRPAP1,IL1A,ITGA2,CRY1,DLG5,IL2,IL2RA,RNF157,PRDM1,FLT1,IL1RL1,CEBPA,IL1RAP,CTNNA1,OTUD7B,IL1RN,CHSY1,CD40LG,HRH1,SGPL1,RHOB,PDCD1,FAM129B,PTCH1,TMEM2,TGFBR3,CTLA4,CCL3,HBEGF,IL10,MAF,IGF2"
"GO:BP","hepaticobiliary system development","GO:0061008","0.0002632633875555436","3.579609534696455","142","362","13","17847","NOTCH1,CITED2,CEACAM1,HLX,ARF6,CSNK2A2,CEBPB,ITGA2,IGF2R,CEBPA,PTCH1,TGFBR3,IL10"
"GO:BP","granulocyte migration","GO:0097530","0.0003044174272082247","3.516530488814336","144","362","13","17847","MPP1,CSF1,IL23A,CXCL8,LGALS3,IL1A,CCL4L2,CCL3L3,IL1RN,XCL2,HRH1,CCL4,CCL3"
"GO:BP","regulation of phosphorylation","GO:0042325","0.0003044174272082247","3.516530488814336","1626","362","59","17847","PTPN1,CCNT1,SOCS1,SOCS3,GADD45A,RAPGEF2,MAPRE3,STRAP,NOTCH1,SAMSN1,MYDGF,P2RX7,IGF1,CSF1,SEMA7A,RAP1B,IL23A,SDCBP,ERRFI1,RGCC,DUSP6,CSF2,ANKLE2,FYN,CRK,CCR1,CEACAM1,CD109,INSM1,SLAMF1,LYN,HEG1,TESK1,IFNG,ACVR1B,DUSP5,RPS6KA5,PDE12,TNF,TNFSF11,TLR4,IL1A,CCL4L2,CCL3L3,IL3,IL2,FLT1,CEBPA,LMO4,IL1RN,CD40LG,XCL2,SNX9,CCL4,DSTYK,CCL3,HBEGF,SPRY4,IGF2"
"GO:BP","hemopoiesis","GO:0030097","0.0003044174272082247","3.516530488814336","905","362","39","17847","IL17D,SOCS1,GLRX5,PSME3,RUNX1,NOTCH1,CSF1,IL23A,CSF2,CITED2,CCR1,CEACAM1,CD109,H3F3B,HLX,LYN,CBFB,CCR2,IFNG,ACVR1B,TNF,TNFSF11,ITGB1,CEBPB,LGALS3,TLR4,MYO1E,IL3,IL2,IL2RA,PRDM1,CEBPA,PICALM,CD40LG,SGPL1,TGFBR3,CTLA4,CCL3,IL10"
"GO:BP","regulation of lymphocyte proliferation","GO:0050670","0.0003150763400733405","3.501584207937976","214","362","16","17847","IGF1,IL23A,TNFRSF1B,LYN,CCR2,CEBPB,LGALS3,TLR4,DLG5,IL2,IL2RA,CD40LG,CTLA4,CLECL1,IL10,IGF2"
"GO:BP","regulation of chronic inflammatory response to antigenic stimulus","GO:0002874","0.00032162924880657103","3.492644463599909","3","362","3","17847","TNF,LTA,IL10"
"GO:BP","positive regulation of immune system process","GO:0002684","0.0003273182259303691","3.4850298113720837","1189","362","47","17847","SOCS1,PSME3,RUNX1,P2RX7,IGF1,CSF1,SEMA7A,IL23A,RGCC,FYN,CRK,CCR1,CEACAM1,HLX,CXCL8,ICOS,LYN,CBFB,CCR2,IFNG,ACVR1B,RPS6KA5,TNF,TNFSF11,LTA,CD226,LGALS3,POLR3C,TLR4,TNFSF14,ITGA2,IL2,IL2RA,IL1RL1,CEBPA,GRAMD4,CD40LG,XCL2,FBXW11,PDCD1,IGHV1-3,CTLA4,CCL4,CCL3,CLECL1,IL10,IGF2"
"GO:BP","positive regulation of osteoclast differentiation","GO:0045672","0.0003273182259303691","3.4850298113720837","25","362","6","17847","CSF1,IL23A,CCR1,IFNG,TNF,TNFSF11"
"GO:BP","multicellular organism development","GO:0007275","0.00033552641565936034","3.474273282578483","5532","362","151","17847","ARF4,IL17D,B9D1,FUT8,SBDS,SOCS1,GLRX5,ZFR,ATP11A,PMP22,VAPA,PERP,SEC16A,EFHD1,RYBP,SOCS3,RAPGEF2,PSME3,PELO,STRAP,SARS,ARCN1,RUNX1,IFT57,BCL2L11,ACSL4,NOTCH1,RHEB,GCNT1,MYDGF,SIAH2,P2RX7,ZDHHC16,LAMB3,UGCG,COPS2,LRIG1,IGF1,B3GNT5,SPEN,CSF1,SEMA7A,MAPK6,SEC61A1,ST8SIA4,IL23A,SRGN,SDCBP,ERRFI1,CTTN,FAM83H,OCRL,RGCC,DUSP6,SRGAP2B,CSF2,ANKLE2,MTDH,TNFRSF1B,CITED2,FYN,FXN,RPL7L1,CRK,CCR1,CEACAM1,CD109,MBOAT7,INSM1,TMED2,H3F3B,SRGAP2,NR2F6,HLX,CXCL8,ICOS,LYN,CBFB,GALR2,CREB3L2,HEG1,CCR2,ARSB,ARF6,IFNG,ACVR1B,RPS6KA5,CSNK2A2,TNF,ALKBH1,TNFSF11,KCTD15,LTA,AGO2,CTNS,ITGB1,KIF3B,CEBPB,LGALS3,TLR4,NCS1,FGFRL1,MYO1E,IL1A,RCAN1,FAM3C,ITGA2,FOSL2,IGF2R,DLG5,XIRP1,CDO1,IL3,IL2,IL2RA,RNF157,PRDM1,FLT1,SHB,CEBPA,IL1RAP,EYA3,PICALM,CTNNA1,OTUD7B,LMO4,IL1RN,CHSY1,CD40LG,RNF165,KIAA1217,SGPL1,PAM,RHOB,ITGB5,PDCD1,FAM129B,PTCH1,TMEM2,SYNJ2,FOSL1,TGFBR3,CTLA4,TNS3,CCL3,CRIM1,HBEGF,IL10,SPRY4,MAF,IGF2"
"GO:BP","lymphocyte activation","GO:0046649","0.0003408541014857592","3.467431475783419","744","362","34","17847","SOCS1,RUNX1,SAMSN1,P2RX7,IGF1,IL23A,TNFRSF1B,FYN,CEACAM1,SLAMF1,HLX,ICOS,LYN,CBFB,CCR2,IFNG,RAB27A,TNFSF11,ITGB1,CEBPB,LGALS3,TLR4,TNFSF14,DLG5,IL2,IL2RA,PRDM1,CD40LG,PDCD1,IGHV1-3,CTLA4,CLECL1,IL10,IGF2"
